type	ko	gene	name
Shigellosis	K23828  		E3 ubiquitin-protein ligase IpaH1.4/2.5 [EC:2.3.2.27]
Shigellosis	K10630  		RanBP-type and C3HC4-type zinc finger-containing protein 1 [EC:2.3.2.31]
Shigellosis	K11974  		E3 ubiquitin-protein ligase RNF31 [EC:2.3.2.31]
Shigellosis	K20894  		shank-associated RH domain-interacting protein
Shigellosis	K23654  		T3SS secreted effector NleE
Shigellosis	K23829  		TNFAIP3-interacting protein 1
Shigellosis	K13791  		invasion plasmid antigen
Shigellosis	K13792  		secreted effector OspG
Shigellosis	K06689  		ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
Shigellosis	K03868  		E3 ubiquitin-protein ligase RBX1 [EC:2.3.2.32]
Shigellosis	K03347  		cullin 1
Shigellosis	K03094  		S-phase kinase-associated protein 1
Shigellosis	K03362  		F-box and WD-40 domain protein 1/11
Shigellosis	K23830  		E3 ubiquitin-protein ligase IpaH4.5 [EC:2.3.2.27]
Shigellosis	K23831  		E3 ubiquitin-protein ligase IpaH0722 [EC:2.3.2.27]
Shigellosis	K17834  		cyclic GMP-AMP synthase [EC:2.7.7.86]
Shigellosis	K12654  		transmembrane protein 173
Shigellosis	K04729  		myeloid differentiation primary response protein MyD88
Shigellosis	K05410  		TANK-binding kinase 1 [EC:2.7.11.10]
Shigellosis	K05411  		interferon regulatory factor 3
Shigellosis	K05415  		interferon beta
Shigellosis	K23832  		cysteine protease IpaJ [EC:3.4.22.-]
Shigellosis	K12836  		splicing factor U2AF 35 kDa subunit
Shigellosis	K12499  		C-C motif chemokine 5
Shigellosis	K05427  		granulocyte-macrophage colony-stimulating factor
Shigellosis	K04371  		mitogen-activated protein kinase 1/3 [EC:2.7.11.24]
Shigellosis	K04441  		p38 MAP kinase [EC:2.7.11.24]
Shigellosis	K04445  		ribosomal protein S6 kinase alpha-5 [EC:2.7.11.1]
Shigellosis	K11253  		histone H3
Shigellosis	K11586  		chromobox protein 3
Shigellosis	K13450  		phosphothreonine lyase [EC:4.2.3.-]
Shigellosis	K08334  		beclin
Shigellosis	K17889  		beclin 1-associated autophagy-related key regulator
Shigellosis	K08333  		"phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]"
Shigellosis	K00914  		phosphatidylinositol 3-kinase [EC:2.7.1.137]
Shigellosis	K16185  		Ras-related GTP-binding protein A/B
Shigellosis	K16186  		Ras-related GTP-binding protein C/D
Shigellosis	K07203  		serine/threonine-protein kinase mTOR [EC:2.7.11.1]
Shigellosis	K07204  		regulatory associated protein of mTOR
Shigellosis	K16184  		proline-rich AKT1 substrate 1
Shigellosis	K17890  		autophagy-related protein 16-1
Shigellosis	K08339  		autophagy-related protein 5
Shigellosis	K08336  		ubiquitin-like protein ATG12
Shigellosis	K10435  		microtubule-associated protein 1 light chain
Shigellosis	K03990  		complement component 3
Shigellosis	K14381  		sequestosome 1
Shigellosis	K21348  		calcium-binding and coiled-coil domain-containing protein 2
Shigellosis	K02927  		ubiquitin-large subunit ribosomal protein L40e
Shigellosis	K02977  		ubiquitin-small subunit ribosomal protein S27Ae
Shigellosis	K04551  		ubiquitin B
Shigellosis	K08770  		ubiquitin C
Shigellosis	K16942  		septin 2
Shigellosis	K16938  		septin 3/9/12
Shigellosis	K16939  		septin 6/8/11
Shigellosis	K16944  		septin 7
Shigellosis	K17908  		autophagy-related protein 18
Shigellosis	K17988  		tectonin beta-propeller repeat-containing protein 1
Shigellosis	K20121  		formin-binding protein 1
Shigellosis	K13520  		outer membrane protease [EC:3.4.23.-]
Shigellosis	K23833  		secreted effector OspC
Shigellosis	K11006  		shiga toxin subunit A
Shigellosis	K11007  		shiga toxin subunit B
Shigellosis	K11011  		enterotoxin Set1A
Shigellosis	K11012  		enterotoxin Set1B
Shigellosis	K23345  		glomulin
Shigellosis	K12800  		"NACHT, LRR and PYD domains-containing protein 3"
Shigellosis	K22487  		type III secretion system protein
Shigellosis	K12807  		baculoviral IAP repeat-containing protein 1
Shigellosis	K03221  		type III secretion protein F
Shigellosis	K12805  		NLR family CARD domain-containing protein 4
Shigellosis	K12799  		apoptosis-associated speck-like protein containing a CARD
Shigellosis	K01370  		caspase 1 [EC:3.4.22.36]
Shigellosis	K23834  		E3 ubiquitin-protein ligase IpaH7.8 [EC:2.3.2.27]
